1646,unknown
920,xml
603,php
531,jpg
340,online
314,zone
228,png
136,css
118,pdf
113,bz2
88,html
65,gif
46,deb
40,txt
40,ico
15,htm
8,com
7,cgi
5,rpm
4,ppt
4,lzma
3,iso
3,gpg
3,doc
3,asp
2,swf
2,rss
2,jpeg
2,aspx
1,woff
1,vim
1,svg
1,nasl
1,mht
1,md5
1,exe
1,docx
1,cfg
1,asc
